"﻿I01";"NOMPROV";"I02";"NOMCANT";"I03";"I03Cl";"I03C";"codParr";"NOMPARR";"I04";"I05";"numv";"numh";"nump";"TOTPER";"H00";"P00";"PCD";"P01";"P03";"GEDAD";"GRANEDAD";"P04M";"P04A";"P05";"P06_A";"P07";"P08";"Discapacidad";"P11LO";"P11L";"P11P";"P11C";"P11PQ";"P12LO";"P12L";"P12P";"P12C";"P12PQ";"P13LO";"P13L";"P13P";"P13C";"P13PQ";"P142P";"P142M";"P152";"P16";"P19";"P20T";"P20I";"P20C";"P21";"P23";"P24";"GRAESC";"GRAESCSA";"P25";"P27";"P28";"TIPOACT";"P29";"RAMACT";"P30";"GRUOCU";"P31";"CATOCUP";"P32";"P33";"P34";"P35";"P36";"P36H";"P36M";"P37";"P38";"P39A";"P39M";"P40";"P02"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;4;58;1;1;7;1;1;9;2;58;13;2;7;1952;1;1;2;9;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;2;1;1;2;2;2;2;4;4;5;4;;7;7;13;;;;;;;;;3;7;9;4;5;6;17;1992;6;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;4;58;1;2;7;1;2;9;2;27;7;2;10;1983;1;1;2;9;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;2;1;1;2;2;2;2;4;6;7;6;;1;;1;9700;20;9111;9;8;8;40;2;3;7;2;0;2;2;21;2006;3;1;"3"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;5;14;1;1;6;1;1;9;2;51;12;2;11;1959;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;2;1;2;2;2;2;2;1;;;;;7;7;13;;;;;;;;;3;7;8;2;6;8;99;2005;6;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;6;48;1;1;3;1;1;1;2;50;12;2;3;1960;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;2;1;2;2;2;2;2;1;;;;;1;;1;1410;3;7318;7;2;2;40;2;3;7;6;3;3;6;21;1995;10;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;6;65;1;6;7;1;6;1;2;69;15;3;8;1941;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;2;2;2;2;2;1;;;;;7;5;11;;;;;;;;;3;7;10;5;5;7;17;1978;4;1;"6"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;6;65;1;7;7;1;7;1;1;22;6;2;2;1988;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;2;1;1;1;2;2;2;5;6;13;12;;1;;1;111;1;6111;6;3;3;40;2;3;7;;;;;;;;;"7"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;7;20;1;1;4;1;1;2;2;52;12;2;10;1958;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;2;2;2;2;2;1;;;;;7;5;11;;;;;;;;;3;7;1;1;0;1;17;1978;12;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;7;63;1;1;4;1;1;2;2;48;11;2;3;1962;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;2;2;2;2;2;1;;;;;7;5;11;;;;;;;;;3;7;6;3;3;5;16;1992;3;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;8;31;1;1;5;1;1;1;2;45;11;2;11;1965;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;2;2;2;2;2;1;;;;;7;5;11;;;;;;;;;3;7;5;4;1;5;20;1995;1;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;9;20;1;1;3;1;1;1;2;27;7;2;3;1983;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;2;1;1;1;2;2;2;4;5;6;5;;7;5;11;;;;;;;;;3;7;2;1;1;2;16;2001;11;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;9;66;1;1;3;1;1;1;2;30;8;2;1;1980;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;1;2;2;2;2;4;6;7;6;;1;;1;1410;3;7533;7;2;2;40;2;3;7;2;1;1;2;22;2005;4;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;10;10;1;1;5;1;1;1;1;38;9;2;9;1972;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;;1;1;1;2;2;2;4;6;7;6;;1;;1;1399;3;8151;8;6;6;40;2;3;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;10;27;1;1;4;1;1;1;2;45;11;2;5;1965;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;2;1;2;2;2;2;2;1;;;;;1;;1;1312;3;7533;7;6;6;40;1;3;7;3;2;1;3;32;2007;5;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;10;28;1;3;5;1;3;1;2;32;8;2;5;1978;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;2;1;1;1;2;2;2;4;6;7;6;;7;5;11;;;;;;;;;3;5;2;1;1;2;20;2003;10;1;"3"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;10;41;1;2;8;1;2;1;2;55;13;2;11;1955;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;2;1;2;2;2;2;2;1;;;;;7;5;11;;;;;;;;;3;7;6;4;2;6;18;1995;1;1;"3"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;10;61;1;1;1;1;1;1;1;44;10;2;8;1966;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;111;1;6111;6;6;6;36;1;3;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;11;4;1;1;6;1;1;1;2;41;10;2;4;1969;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;2;1;9;9;2;1;;;;;7;5;11;;;;;;;;;3;7;6;1;5;5;19;1999;5;2;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;11;19;2;1;3;2;1;1;2;35;9;2;3;1975;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;2;2;2;2;2;1;;;;;1;;1;111;1;9211;9;3;3;16;2;3;7;0;0;0;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;11;33;1;1;6;1;1;1;2;38;9;2;12;1971;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;1;2;9;2;2;4;4;5;4;;7;5;11;;;;;;;;;3;7;5;5;0;5;18;2002;11;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;13;5;1;4;5;1;4;1;1;47;11;2;1;1963;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;;1;2;2;2;2;2;1;;;;;7;1;7;;23;;12;;10;;;3;7;;;;;;;;;"7"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;13;5;1;5;5;1;5;1;2;70;16;3;12;1939;2;1;2;1;1;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;2;2;2;2;2;1;;;;;7;6;12;;;;;;;;;3;7;2;1;1;1;99;1963;1;2;"8"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;13;35;1;1;3;1;1;1;2;39;9;2;10;1971;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;2;1;1;2;2;2;2;4;2;3;2;;1;;1;4719;7;5120;5;2;2;45;2;3;7;2;1;1;2;20;2000;4;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;13;37;1;1;2;1;1;1;1;42;10;2;10;1968;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;2;1;2;1;2;2;2;1;;;;;1;;1;4100;6;7112;7;3;3;50;2;3;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;13;40;1;1;5;1;1;1;2;55;13;2;9;1955;1;1;9;9;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;2;2;2;2;2;1;;;;;7;5;11;;;;;;;;;3;7;4;2;2;1;22;1985;2;2;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;13;41;1;3;8;1;3;1;2;30;8;2;3;1980;2;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;;1;1;2;2;2;2;4;4;5;4;;1;;1;111;1;9211;9;3;3;29;2;3;7;1;0;1;0;29;9998;98;2;"3"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;13;53;1;1;8;1;1;1;2;54;12;2;4;1956;1;1;9;9;2;2;2;10;1004;100450;1;1;10;1002;100254;1;1;10;1002;100254;;;2;1;2;2;2;2;2;1;;;;;1;;1;111;1;9211;9;3;3;8;2;3;7;9;5;4;9;30;2001;10;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;13;62;1;1;3;1;1;1;2;27;7;2;5;1983;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;2;2;1;1;1;2;2;2;4;3;4;3;;1;;1;1410;3;7533;7;6;6;50;1;3;7;2;1;1;2;19;2003;5;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;14;38;1;3;11;1;3;2;2;28;7;2;3;1982;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;2;1;1;2;1;1;2;5;6;13;12;;1;;1;4773;7;5249;5;6;6;45;2;3;7;0;0;0;;;;;;"3"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;14;55;1;1;4;1;1;1;2;41;10;2;11;1969;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;2;1;1;1;2;2;2;4;6;7;6;;1;;1;8890;17;5120;5;1;1;35;2;3;7;6;3;3;6;16;9999;99;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;14;65;1;3;4;1;3;1;1;25;7;2;2;1985;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;;;1;1;2;2;2;2;4;6;7;6;;1;;1;119;1;6113;6;2;2;40;2;3;7;;;;;;;;;"3"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;14;72;1;1;2;1;1;1;2;23;6;2;9;1987;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;2;1;1;1;1;1;2;5;4;11;10;;1;;1;119;1;4110;4;2;2;53;2;3;7;1;1;0;1;17;2004;4;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;15;46;1;1;4;1;1;1;2;39;9;2;3;1971;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;2;1;1;2;2;2;2;4;6;7;6;;1;;1;1410;3;7533;7;3;3;40;2;3;7;3;2;1;3;20;2003;12;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;15;56;1;1;1;1;1;1;1;52;12;2;11;1958;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;2;1;1;2;2;2;2;5;2;9;8;;1;;1;111;1;9211;9;3;3;110;2;3;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;15;74;1;5;6;1;5;2;2;22;6;2;12;1987;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;;1;1;1;2;2;2;4;6;7;6;;1;;1;1410;3;7533;7;2;2;40;2;3;3;1;0;1;1;19;2006;11;1;"3"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;15;91;1;2;7;1;2;2;2;29;7;2;4;1981;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;2;2;;1;1;2;2;2;2;4;6;7;6;;7;5;11;;;;;;;;;3;7;1;1;0;1;26;2007;10;1;"3"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;15;104;1;1;2;1;1;1;1;42;10;2;4;1968;1;1;9;9;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;1;1;2;2;2;4;2;3;2;;1;;1;4100;6;7112;7;3;3;40;2;3;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;16;77;1;1;1;1;1;1;1;67;15;3;11;1943;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;2;1;2;2;2;2;2;1;;;;;1;;1;111;1;6310;6;3;3;40;2;3;7;;;;;;;;;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;16;79;1;1;2;1;1;1;2;62;14;2;12;1947;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;;1;2;2;2;2;2;1;;;;;7;5;11;;;;;;;;;3;7;9;6;3;7;99;1989;4;1;"1"
10;"IMBABURA";2;"ANTONIO ANTE";54;"A";1;113;"SAN ROQUE";999;16;85;2;5;3;2;1;1;2;24;6;2;12;1985;1;1;2;2;2;1;1;10;1002;100254;1;1;10;1002;100254;1;1;10;1002;100254;;;2;1;1;2;2;2;2;4;2;3;2;;2;;2;113;1;9211;9;6;6;10;2;3;7;2;0;2;2;21;2009;9;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;1;11;1;3;4;1;3;1;1;36;9;2;7;1974;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;2;2;17;1701;170150;2;2;2;7;1;1;1;1;1;9;8;20;19;1;1;;1;8510;16;2330;2;1;1;30;2;3;3;;;;;;;;;"3"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;1;32;1;1;1;1;1;1;2;64;14;2;8;1946;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;1;2;2;2;2;2;1;;;;;7;5;11;;;;;;;;;3;7;6;2;4;6;18;1986;8;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;1;42;1;1;5;1;1;1;1;20;6;2;8;1990;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;1;1;2;2;2;2;4;6;7;6;;1;;1;1512;3;7536;7;6;6;40;1;3;7;;;;;;;;;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;1;42;1;3;5;1;3;1;2;26;7;2;7;1984;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;2;2;2;2;4;6;7;6;;1;;1;9999;22;9999;11;9;9;999;9;3;7;0;0;0;;;;;;"7"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;1;49;1;1;1;1;1;1;1;68;15;3;8;1942;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;1;2;2;2;4;3;4;3;;1;;1;111;1;6111;6;6;6;8;2;3;7;;;;;;;;;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;1;57;1;5;5;1;5;9;1;29;7;2;7;1981;1;1;2;2;2;2;2;8;804;80450;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;2;2;2;2;4;6;7;6;;1;;1;4921;8;5112;5;2;2;11;2;3;3;;;;;;;;;"3"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;1;80;2;1;4;2;1;1;2;35;9;2;8;1975;1;1;1;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;4;1;1;2;1;2;9;3;16;15;2;1;;1;8510;16;2341;2;2;2;25;2;3;3;2;0;2;2;23;2006;4;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;1;106;1;1;2;1;1;1;2;52;12;2;9;1958;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;2;2;2;2;3;1;1;;;1;;1;1410;3;8152;8;2;2;8;2;3;7;7;2;5;7;25;9999;99;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;1;107;1;3;6;1;3;1;2;27;7;2;7;1983;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;1;1;2;2;2;1;5;3;9;8;;7;4;10;;;;;;;;;3;7;1;0;1;1;22;2007;6;1;"3"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;2;56;1;1;1;1;1;9;1;60;14;2;4;1950;1;1;2;2;2;2;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;;1;1;2;2;2;2;1;;;;;5;;5;4100;6;7112;7;3;3;8;2;3;7;;;;;;;;;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;2;85;1;1;11;1;1;9;2;47;11;2;1;1963;1;1;2;1;1;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;1;2;2;2;2;2;2;1;3;2;;3;;3;111;1;9211;9;3;3;6;2;3;7;13;8;5;13;15;2006;4;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;2;112;1;1;3;1;1;1;2;28;7;2;7;1982;1;1;1;2;2;1;1;10;1003;100350;1;1;10;1003;100350;2;2;17;1701;170150;2;;2;1;1;1;2;2;1;5;2;8;7;;1;;1;119;1;6113;6;2;2;40;2;3;3;2;0;2;2;21;2006;8;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;3;8;1;5;5;1;5;1;2;64;14;2;12;1945;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;;;;1;2;2;2;2;2;1;;;;;7;5;11;;;;;;;;;3;7;4;3;1;4;24;9999;99;1;"7"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;3;107;1;3;8;1;3;1;1;25;7;2;5;1985;1;1;1;2;2;2;2;10;1001;100150;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;2;1;2;2;2;2;6;7;7;6;;1;;1;161;1;7544;7;3;3;40;2;3;4;;;;;;;;;"3"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;3;114;1;3;6;1;3;1;1;24;6;2;5;1986;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;1;1;1;2;4;6;7;6;;1;;1;1512;3;8159;8;2;2;50;2;3;7;;;;;;;;;"3"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;3;120;1;1;3;1;1;1;2;31;8;2;6;1979;1;1;1;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;1;2;2;2;5;3;10;9;;1;;1;119;1;6113;6;2;2;40;2;3;3;3;0;3;2;21;2008;6;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;3;122;1;8;10;1;8;1;1;39;9;2;8;1971;1;1;2;2;2;2;2;17;1704;170450;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;1;1;1;2;2;2;9;5;18;17;1;1;;1;8521;16;2330;2;1;1;40;2;3;3;;;;;;;;;"7"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;3;142;2;1;6;2;1;1;2;76;17;3;8;1934;1;1;2;1;1;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;2;2;2;2;4;3;4;3;;7;6;12;;;;;;;;;3;7;4;0;4;4;20;1968;5;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;3;159;1;1;2;1;1;1;2;51;12;2;3;1959;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;2;1;2;2;2;2;4;2;3;2;;1;;1;9700;20;9111;9;8;8;40;2;3;7;3;2;1;3;14;9999;99;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;3;175;1;1;2;1;1;1;1;42;10;2;10;1968;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;1;1;1;2;8;3;16;15;1;3;;3;3212;3;7319;7;6;6;45;2;3;7;;;;;;;;;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;8;1;1;3;1;1;9;2;37;9;2;4;1973;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;1;1;1;2;9;4;17;16;1;6;;6;8510;16;2341;2;2;2;25;2;3;3;2;2;0;2;29;2006;3;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;9;1;1;1;1;1;1;2;83;18;3;4;1927;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;1;1;1;2;4;6;7;6;;7;7;13;;;;;;;;;3;7;6;4;2;6;99;9999;99;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;10;1;4;4;1;4;9;2;89;19;3;8;1921;1;1;2;2;2;2;2;10;1002;100250;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;2;2;2;2;4;2;3;2;;7;7;13;;;;;;;;;3;7;0;0;0;;;;;;"6"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;15;1;1;2;1;1;1;2;50;12;2;9;1960;1;1;2;1;1;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;1;2;2;2;4;5;6;5;;1;;1;4772;7;5249;5;6;6;10;1;3;7;5;3;2;3;21;1995;5;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;16;1;1;2;1;1;1;2;61;14;2;10;1949;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;2;2;2;2;4;3;4;3;;1;;1;1312;3;7318;7;2;2;30;2;3;7;1;1;0;1;30;1985;9;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;18;1;1;2;1;1;1;1;60;14;2;10;1950;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;4100;6;7112;7;3;3;15;2;3;7;;;;;;;;;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;28;1;1;1;1;1;2;1;42;10;2;6;1968;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;1;9;9;2;6;10;10;9;;1;;1;4922;8;8322;8;6;6;24;2;3;7;;;;;;;;;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;38;1;1;3;1;1;1;1;29;7;2;7;1981;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;1;2;2;2;4;6;7;6;;2;;2;1512;3;7318;7;3;3;40;2;3;7;;;;;;;;;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;42;1;1;2;1;1;1;2;73;16;3;5;1937;1;1;2;1;1;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;2;2;2;2;4;3;4;3;;7;7;13;;;;;;;;;3;7;0;0;0;;;;;;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;48;1;1;1;1;1;1;2;75;17;3;10;1935;1;1;2;1;1;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;;1;1;9;9;9;2;99;99;;;;7;6;12;;;;;;;;;3;9;2;2;0;1;99;9999;99;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;57;1;1;1;1;1;9;1;71;16;3;12;1938;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;2;2;2;2;4;4;5;4;;1;;1;4100;6;9313;9;3;3;16;2;3;7;;;;;;;;;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;66;1;1;3;1;1;9;2;45;11;2;5;1965;1;1;2;2;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;1;1;1;2;9;4;17;16;2;1;;1;8521;16;2330;2;1;1;25;2;3;3;3;0;3;3;22;1998;10;1;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;90;1;1;1;1;1;9;1;75;17;3;12;1934;1;1;9;9;2;1;1;10;1003;100350;1;1;10;1003;100350;1;1;10;1003;100350;2;2;2;6;1;9;9;9;2;99;99;;;;7;3;9;;;;;;;;;3;6;;;;;;;;;"1"
10;"IMBABURA";3;"COTACACHI";50;"B";2;114;"COTACACHI";1;4;103;1;1;4;1;1;9;1;24;6;2;12;1985;1;1;2;2;2;2;2;8;806;80650;1;1;10;1003;100350;2;2;8;806;80650;2;2;2;2;1;2;2;2;2;9;4;17;16;1;1;;1;4773;7;5221;5;2;2;17;2;3;7;;;;;;;;;"1"
