"﻿I01";"NOMPROV";"I02";"NOMCANT";"I03";"I03Cl";"I03C";"codParr";"NOMPARR";"I04";"I05";"numv";"numh";"nump";"TOTPER";"H00";"P00";"PCD";"P01";"P03";"GEDAD";"GRANEDAD";"P04M";"P04A";"P05";"P06_A";"P07";"P08";"Discapacidad";"P11LO";"P11L";"P11P";"P11C";"P11PQ";"P12LO";"P12L";"P12P";"P12C";"P12PQ";"P13LO";"P13L";"P13P";"P13C";"P13PQ";"P142P";"P142M";"P152";"P16";"P19";"P20T";"P20I";"P20C";"P21";"P23";"P24";"GRAESC";"GRAESCSA";"P25";"P27";"P28";"TIPOACT";"P29";"RAMACT";"P30";"GRUOCU";"P31";"CATOCUP";"P32";"P33";"P34";"P35";"P36";"P36H";"P36M";"P37";"P38";"P39A";"P39M";"P40";"P02"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;8;109;1;3;8;1;3;1;2;27;7;2;6;1983;1;1;2;2;2;2;2;23;2301;230150;1;1;10;1004;100450;2;2;10;1004;100453;2;2;2;6;1;1;1;1;2;5;6;13;12;;4;;4;4711;7;5221;5;6;6;20;2;2;7;3;0;3;3;23;2010;8;1;"4"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;4;1;1;4;1;1;9;1;29;7;2;3;1981;1;1;2;2;2;2;2;10;1002;100250;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;1;1;1;1;1;2;5;4;11;10;;1;;1;5610;9;1412;1;4;4;28;1;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;4;1;2;4;1;2;9;2;32;8;2;7;1978;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;1;1;1;1;1;2;9;2;15;14;1;1;;1;4771;7;5221;5;6;6;20;1;2;7;2;0;2;2;25;2009;6;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;25;1;1;4;1;1;2;1;41;10;2;9;1969;1;1;2;2;2;1;1;10;1004;100450;2;2;23;2301;230150;2;2;10;1001;100150;2;2;2;6;1;1;1;1;2;7;3;13;12;;1;;1;4922;8;8322;8;2;2;55;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;25;1;2;4;1;2;1;2;38;9;2;5;1972;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;2;2;23;2301;230150;2;2;2;6;1;1;1;1;2;9;5;18;17;1;1;;1;5630;9;1412;1;4;4;140;2;2;4;2;0;2;2;18;2003;7;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;27;1;1;1;1;1;1;1;54;12;2;9;1956;1;1;2;2;2;2;2;10;1001;100157;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;5;6;13;12;;1;;1;8411;15;4110;4;1;1;40;2;2;3;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;28;1;1;4;1;1;1;1;41;10;2;6;1969;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;2;9;5;18;17;2;3;;3;4530;7;5221;5;6;6;15;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;28;1;2;4;1;2;1;2;24;6;2;10;1986;1;1;2;2;2;2;2;15;1501;150150;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;1;5;5;11;10;;1;;1;4799;7;5249;5;6;6;5;2;2;7;2;1;1;2;17;2005;10;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;29;1;1;3;1;1;1;1;25;7;2;5;1985;1;1;2;2;2;1;1;10;1004;100450;2;2;12;1201;120150;2;2;17;1701;170150;2;2;2;1;1;1;1;1;2;7;3;13;12;;1;;1;8423;15;5412;5;1;1;77;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;29;1;2;3;1;2;1;2;25;7;2;3;1985;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;2;2;17;1701;170150;2;2;2;1;1;1;1;1;2;9;5;18;17;1;1;;1;8510;16;2341;2;1;1;32;2;2;7;1;1;0;1;20;2005;8;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;53;1;1;1;1;1;1;1;37;9;2;2;1973;1;1;2;2;2;2;2;7;714;71450;1;1;10;1004;100450;2;2;7;714;71450;2;2;2;6;1;2;2;2;2;4;6;7;6;;1;;1;4799;7;9520;9;6;6;30;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;56;1;1;3;1;1;1;1;39;9;2;11;1971;1;1;2;2;2;2;2;17;1702;170250;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;2;5;6;13;12;;1;;1;5610;9;5120;5;4;4;56;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;56;1;2;3;1;2;1;2;22;6;2;3;1988;1;1;2;2;2;2;2;13;1315;131551;1;1;10;1004;100450;2;2;13;1315;131551;2;2;2;6;1;1;1;1;2;5;6;13;12;;1;;1;5610;9;5120;5;4;4;56;2;2;7;1;0;1;1;22;2010;4;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;61;2;3;2;2;1;9;2;66;15;3;9;1944;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;2;2;2;2;2;3;7;6;;7;5;11;;;;;;;;;2;7;0;0;0;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;61;2;4;2;2;2;9;1;53;12;2;7;1957;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;4922;8;8322;8;2;2;6;2;2;7;;;;;;;;;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;74;1;1;5;1;1;1;1;65;15;3;4;1945;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;;;2;1;1;2;2;2;2;4;4;5;4;;3;;3;3290;3;7319;7;6;6;20;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;9;74;1;5;5;1;5;1;2;74;16;3;1;1936;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;;;2;1;2;2;2;2;2;4;2;3;2;;7;5;11;;;;;;;;;2;7;0;0;0;;;;;;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;8;1;4;6;1;4;1;2;24;6;2;3;1986;1;1;2;2;2;2;2;3;301;30150;2;2;21;2101;210150;2;2;21;2101;210150;2;2;2;6;1;1;2;2;2;5;3;10;9;;7;5;11;;;;;;;;;2;7;2;0;2;2;17;2008;6;1;"7"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;13;1;3;6;1;3;1;2;20;6;2;6;1990;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;1;9;1;13;12;3;7;4;10;;;;;;;;;2;7;2;2;0;2;16;2010;7;1;"3"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;45;1;1;3;1;1;1;1;25;7;2;8;1985;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;3;3;88;8889;888999;2;2;2;1;1;1;1;1;2;5;2;9;8;;1;;1;1410;3;7533;7;6;6;40;1;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;45;1;2;3;1;2;1;2;24;6;2;11;1986;1;1;2;2;2;2;2;4;403;40350;1;1;10;1004;100450;3;3;88;8889;888999;2;2;2;1;1;1;1;1;2;5;2;9;8;;7;7;13;;;;;;;;;2;9;2;2;0;2;13;2010;11;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;47;1;1;5;1;1;1;1;39;9;2;2;1971;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;5;3;10;9;;1;;1;3100;3;7115;7;2;2;70;2;2;3;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;47;1;2;5;1;2;1;2;32;8;2;1;1978;1;1;2;2;2;2;2;10;1003;100350;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;5610;9;9412;9;2;2;54;2;2;7;3;2;1;3;20;2005;6;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;55;1;1;4;1;1;1;2;38;9;2;3;1972;1;1;1;2;2;2;2;10;1003;100350;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;4;1;1;2;2;2;4;6;7;6;;1;;1;4719;7;5221;5;6;6;16;2;2;7;5;3;2;5;17;2010;7;1;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;55;1;2;4;1;2;1;1;33;8;2;6;1977;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;1;5;3;9;8;;1;;1;4921;8;8331;8;2;2;60;2;2;3;;;;;;;;;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;73;1;1;7;1;1;1;1;75;17;3;8;1935;1;1;1;1;1;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;2;2;2;2;4;4;5;4;;7;3;9;;;;;;;;;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;73;1;2;7;1;2;1;2;62;14;2;2;1948;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;5;4;11;10;;1;;1;4781;7;5221;5;6;6;10;2;2;7;6;4;2;6;14;1975;2;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;73;1;3;7;1;3;1;1;32;8;2;12;1977;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;2;5;6;13;12;;1;;1;4719;7;5221;5;4;4;10;2;2;3;;;;;;;;;"3"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;73;1;5;7;1;5;1;2;34;8;2;6;1976;1;1;2;2;2;2;2;17;1701;170150;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;2;9;2;15;14;1;1;;1;8549;16;2359;2;1;1;3;2;2;7;1;1;0;1;23;2009;9;1;"4"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;75;1;1;4;1;1;1;1;55;13;2;10;1955;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;9;9;2;5;1;8;7;;1;;1;4520;7;7231;7;6;6;50;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;75;1;2;4;1;2;1;2;44;10;2;6;1966;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;9;9;9;2;4;4;5;4;;7;5;11;;;;;;;;;2;7;6;2;4;6;15;1998;3;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;81;1;1;4;1;1;1;1;26;7;2;4;1984;1;1;2;2;2;2;2;9;901;90150;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;9;9;2;4;5;6;5;;1;;1;111;1;6111;6;2;2;43;2;2;3;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;81;1;2;4;1;2;1;2;22;6;2;9;1988;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;9;9;2;5;1;8;7;;7;1;7;;23;;12;;10;;;2;7;2;0;2;2;17;2009;7;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;83;1;1;2;1;1;1;1;62;14;2;10;1948;1;1;2;2;2;2;2;13;1303;130350;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;9;9;2;6;7;7;6;;1;;1;5610;9;9412;9;6;6;55;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;83;1;2;2;1;2;1;2;50;12;2;11;1960;1;1;2;2;2;2;2;13;1303;130350;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;9;9;2;4;6;7;6;;1;;1;5610;9;5120;5;6;6;55;2;2;7;3;2;1;3;18;1991;1;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;89;2;2;3;2;1;1;1;26;7;2;3;1984;1;1;1;2;2;2;2;4;404;40450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;2;1;1;1;1;1;9;3;15;14;1;1;;1;6419;11;4214;4;2;2;54;2;2;3;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;89;2;3;3;2;2;1;2;30;8;2;8;1980;1;1;2;2;2;2;2;10;1003;100353;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;3100;3;5221;5;6;6;55;2;2;7;1;0;1;1;21;2002;5;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;92;3;2;3;3;1;2;1;29;7;2;7;1981;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;1;1;7;3;12;11;;1;;1;4771;7;9333;9;2;2;40;2;2;3;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;92;3;3;3;3;2;2;2;24;6;2;4;1986;1;1;2;2;2;2;2;10;1003;100353;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;4;6;7;6;;7;5;11;;;;;;;;;2;7;1;1;0;1;21;2007;5;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;101;1;1;5;1;1;1;1;44;10;2;3;1966;1;1;1;2;2;2;2;17;1702;170252;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;2;9;3;16;15;9;1;;1;8411;15;9999;11;1;1;40;2;2;3;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;101;1;2;5;1;2;1;2;47;11;2;2;1963;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;5;3;10;9;;1;;1;4719;7;5221;5;6;6;28;1;2;4;3;3;0;3;21;1996;10;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;108;1;1;6;1;1;1;1;52;12;2;2;1958;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;3100;3;7115;7;6;6;40;1;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;108;1;2;6;1;2;1;2;48;11;2;7;1962;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;9999;22;9999;11;9;9;999;9;2;7;8;5;3;7;15;1993;8;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;109;1;1;3;1;1;1;1;19;5;2;9;1991;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;1;5;3;9;8;;7;4;10;;;;;;;;;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;109;1;2;3;1;2;1;2;18;5;2;4;1992;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;5;3;10;9;;1;;1;1410;3;7533;7;6;6;40;2;2;7;1;0;1;1;17;2008;2;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;111;1;1;5;1;1;1;1;26;7;2;2;1984;1;1;1;2;2;2;2;17;1701;170155;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;1;2;5;6;13;12;;1;;1;1399;3;7533;7;2;2;48;2;2;3;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;111;1;2;5;1;2;1;2;26;7;2;9;1984;1;1;1;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;1;1;9;1;13;12;3;7;4;10;;;;;;;;;2;7;2;0;2;2;24;2009;12;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;125;1;1;2;1;1;1;1;34;8;2;3;1976;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;1;1;2;2;2;2;3;1;1;;;1;;1;2392;3;7112;7;2;2;8;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;125;1;2;2;1;2;1;2;28;7;2;8;1982;1;1;1;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;;1;1;2;2;2;2;1;;;;;7;5;11;;;;;;;;;2;7;0;0;0;;;;;;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;10;133;1;4;4;1;4;1;2;22;6;2;12;1987;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;2;5;6;13;12;;1;;1;4781;7;5221;5;4;4;20;2;2;7;1;1;0;1;21;2009;6;1;"3"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;1;1;1;7;1;1;1;1;43;10;2;12;1966;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;2;2;2;2;7;3;13;12;;1;;1;4100;6;7112;7;2;2;45;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;1;1;2;7;1;2;1;2;27;7;2;1;1983;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;6;3;3;2;;7;5;11;;;;;;;;;2;7;5;4;1;5;20;2010;11;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;11;1;1;2;1;1;1;1;59;13;2;6;1951;1;1;1;2;2;2;2;5;501;50150;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;4520;7;7231;7;2;2;40;2;2;3;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;11;1;2;2;1;2;1;2;54;12;2;2;1956;1;1;2;2;2;2;2;10;1003;100354;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;4;6;7;6;;3;;3;3290;3;7319;7;6;6;8;1;2;7;4;2;2;4;18;9999;99;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;13;1;1;6;1;1;1;1;32;8;2;8;1978;1;1;2;1;1;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;7;3;13;12;;1;;1;3100;3;7522;7;2;2;48;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;13;1;2;6;1;2;1;2;30;8;2;1;1980;1;1;2;2;2;2;2;4;401;40150;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;2;2;2;2;4;6;7;6;;1;;1;3290;3;7319;7;2;2;10;2;2;7;4;2;2;4;19;2006;8;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;15;1;1;2;1;1;1;1;18;5;2;6;1992;1;1;2;1;1;2;2;10;1002;100254;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;5;1;1;2;2;2;5;3;10;9;;1;;1;5610;9;9412;9;2;2;52;2;2;3;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;15;1;2;2;1;2;1;2;21;6;2;4;1989;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;2;2;2;2;5;4;11;10;;1;;1;5610;9;9412;9;2;2;40;2;2;7;0;0;0;;;;;;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;21;1;1;3;1;1;1;1;53;12;2;7;1957;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;5;3;10;9;;1;;1;3290;3;7319;7;6;6;72;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;21;1;2;3;1;2;1;2;38;9;2;2;1972;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;5;2;9;8;;1;;1;3290;3;7319;7;9;9;72;2;2;7;3;3;0;3;16;2008;2;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;24;1;1;3;1;1;1;1;34;8;2;12;1975;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;3100;3;7522;7;2;2;48;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;30;1;1;6;1;1;1;1;46;11;2;10;1964;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;5;6;13;12;;1;;1;5221;8;5419;5;2;2;60;2;2;7;;;;;;;;;"7"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;30;1;2;6;1;2;1;2;47;11;2;6;1963;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;4;6;7;6;;1;;1;4722;7;9112;9;2;2;70;2;2;7;5;3;2;5;17;2003;12;1;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;35;1;1;4;1;1;1;1;24;6;2;1;1986;1;1;2;1;1;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;1;2;1;2;2;2;1;;;;;1;;1;4100;6;9313;9;2;2;55;2;2;7;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;35;1;2;4;1;2;1;2;18;5;2;10;1992;1;1;2;2;2;2;2;10;1001;100150;1;1;10;1004;100450;1;1;10;1004;100450;2;;2;1;2;1;2;2;2;4;2;3;2;;7;5;11;;;;;;;;;2;7;1;1;0;1;16;2008;12;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;36;1;1;2;1;1;1;2;28;7;2;9;1982;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;2;7;3;13;12;;7;5;11;;;;;;;;;2;7;1;0;1;1;18;2000;7;1;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;50;1;1;5;1;1;1;1;48;11;2;10;1962;1;1;1;2;2;2;2;10;1003;100358;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;2;1;1;1;1;2;5;6;13;12;;1;;1;5610;9;5120;5;6;6;72;2;2;3;;;;;;;;;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;50;1;2;5;1;2;1;2;34;8;2;2;1976;1;1;2;2;2;2;2;18;1807;180757;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;1;5;6;12;11;;1;;1;9602;19;5142;5;6;6;45;2;2;7;3;1;2;3;18;2005;3;1;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;52;1;1;12;1;1;1;2;47;11;2;12;1962;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;2;2;2;2;4;5;6;5;;1;;1;7729;14;5249;5;6;6;50;2;2;7;4;2;2;4;19;1996;10;1;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;52;1;10;12;1;10;1;1;35;9;2;1;1975;1;1;2;2;2;1;1;10;1004;100450;1;1;10;1004;100450;2;2;10;1003;100352;2;2;2;6;1;2;2;2;2;7;3;13;12;;1;;1;4771;7;5249;5;6;6;6;2;2;7;;;;;;;;;"7"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;52;1;11;12;1;11;1;2;36;9;2;11;1974;2;1;2;2;2;3;3;88;8881;888105;1;1;10;1004;100450;2;2;10;1003;100352;2;2;2;6;1;2;2;2;2;5;5;12;11;;1;;1;4771;7;5249;5;6;6;6;2;2;7;1;1;0;1;30;2005;10;1;"7"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;69;1;1;3;1;1;1;2;69;15;3;9;1941;1;1;1;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;2;2;2;4;6;7;6;;5;;5;8510;16;5153;5;1;1;48;2;2;6;5;3;2;5;16;9999;99;1;"1"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;69;1;2;3;1;2;1;1;73;16;3;3;1937;1;1;2;1;1;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;2;2;2;2;4;6;7;6;;7;6;12;;;;;;;;;2;7;;;;;;;;;"2"
10;"IMBABURA";4;"OTAVALO";50;"D";4;123;"OTAVALO";5;11;86;1;3;7;1;3;1;2;37;9;2;2;1973;1;1;9;2;2;1;1;10;1004;100450;1;1;10;1004;100450;1;1;10;1004;100450;2;2;2;6;1;1;1;1;2;9;4;17;16;1;1;;1;8510;16;2341;2;1;1;30;2;2;3;1;1;0;1;23;9999;99;1;"3"
